numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
P3897,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3898,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3899,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3900,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3901,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3902,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3903,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3904,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3905,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3906,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3907,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3908,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3909,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3910,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3911,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3912,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3913,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3914,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3915,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3916,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3917,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3918,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3919,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3920,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3921,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3922,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3923,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3924,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3925,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3926,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3927,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3928,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3929,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3930,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3931,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3932,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3933,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3934,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3935,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3936,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3937,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3938,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3939,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3940,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3941,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3942,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3943,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3944,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3945,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3946,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3947,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3948,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3949,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3950,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3951,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3952,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3953,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3954,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3955,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3956,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3957,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3958,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3959,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3960,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3961,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3962,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3963,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3964,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3965,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3966,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3967,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3968,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3969,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3970,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3971,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3972,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3973,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3974,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3975,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3976,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3977,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3978,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3979,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3980,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3981,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3982,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3983,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3984,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3985,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3986,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3987,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3988,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3989,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3990,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3991,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3992,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3993,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3994,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3995,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3996,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3997,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3998,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3999,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4000,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4001,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4002,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4003,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4004,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4005,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4006,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4007,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4008,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4009,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4010,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4011,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4012,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4013,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4014,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4015,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4016,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4017,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4018,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4019,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4020,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4021,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4022,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4023,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4024,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4025,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4026,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4027,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4028,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4029,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4030,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4031,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4032,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4033,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4034,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4035,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4036,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4037,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4038,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4039,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4040,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4041,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4042,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4043,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4044,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4045,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4046,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4047,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4048,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4049,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4050,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4051,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4052,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4053,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4054,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4055,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4056,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4057,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4058,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4059,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4060,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4061,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4062,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4063,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4064,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4065,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4066,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4067,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4068,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4069,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4070,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4071,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4072,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4073,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4074,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4075,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4076,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4077,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4078,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4079,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4080,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4081,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4082,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4083,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4084,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4085,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4086,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4087,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4088,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4089,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4090,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4091,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4092,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4093,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4094,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4095,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4096,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4097,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4098,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4099,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4100,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4101,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4102,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4103,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4104,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4105,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4106,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4107,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4108,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4109,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4110,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4111,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4112,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4113,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4114,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4115,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4116,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4117,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4118,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4119,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4120,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4121,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4122,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4123,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4124,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4125,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4126,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4127,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4128,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4129,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4130,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4131,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4132,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4133,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4134,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4135,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4136,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4137,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4138,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P4139,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4140,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4141,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4142,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4143,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4144,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4145,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4146,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4147,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4148,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4149,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4150,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4151,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4152,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4153,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4154,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4155,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4156,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4157,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4158,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4159,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4160,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4161,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4162,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4163,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4164,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4165,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4166,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4167,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4168,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4169,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4170,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4171,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4172,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4173,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4174,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4175,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4176,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4177,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4178,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4179,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4180,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4181,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4182,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4183,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4184,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4185,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4186,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4187,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4188,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4189,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4190,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
P4191,CLI-123,2025-11-23,PENDIENTE,ZONA6,TRUE
